,text,label,explanation
2265,"When I wake up in the morning, the mind remains fine for a while and as soon as I start thinking about something else I think about my future.",1,
2266,"Bhavya sir looks fine, now I am wishing to take NOC from madam and get her somewhere else to be a little bit of our friendly nature.",0,
2267,We will try for NOC.,0,
2268,"Sometimes we cry that man, we want to do big work, do our studies all night long. Once we got up at 6:30, we studied throughout the night, then there was some disturbance, then my time was gone, then in that time I was awake to complete the syllabus, then called in the morning why did not go, do not know whether I have slept or eaten Whether or not nothing, you do our work, even if it becomes your life or not, keep doing our work.",1,
2269,"There was no problem before, now there is so much problem",0,
2270,"Now there was no contact for so many days till Corona time, colleges were closed, now colleges are open in January, now they have said so and no student goes, I go only to teach them which is our capability.",0,
2271,"What should I do if I am not getting the previous job, that type of job?",0,
2272,"No, if I try, it will happen, it is not like that.",0,
2273,"Yes, it will be about life, now whatever has to happen, it will be there, if it has to go away then it can go, it has its will, everyone's wish is there, but I have to live or not, I have to live for myself.",2,
2274,"Yes, there is sadness, there is crying.",1,
2275,"Because of him, because I loved him so much and that his.",2,
2276,"Yes, now that everything was going well, it was all right, now if there is a little problem, then he does not listen to a little thing and do that, then because of this.",2,
2277,"It's not that I have also made mistakes, in two to three years, in between, some big mistakes have happened, so that happens to him too, but he is not like this.",2,
2278,"It's okay with kids, kids talk.",0,
2279,Yes sir I was fine then. At first I was a little sad.,1,
2280,"I used to live in a sad head about studies, which meant that I had to study so much at night to cover the syllabus.",1,
2281,I am fine to read in my head.,0,
2282,"Yes sir now i have scored everything means 95,96.",0,
2283,"Sir I will lunge now. There was a clash in the middle of u, pi, ace, e, ka and I could not give it and if I have exams now, I will give it.",0,
2284,"I don't mind, sir, I have probably got psychology in my mind, what I have done, I myself do not understand.",0,
2285,Hunger sir is normal.,0,
2286,"Sir, I have done that in my mind that I am energetic, I have made it sit in my mind.",2,
2287,"Sir, once upon a time, I did not take bath.",2,
2288,"No, sometimes kilos increase, sometimes it decreases. The weight remains the same.",2,
2289,There was fear earlier.,1,
2290,"Now I am taking the tablet, after that I am not feeling it.",2,
2291,"No, just feel scared.",1,
2292,Doesn't seem to work at all.,2,
2293,No it doesn't seem so.,0,
2294,Hot on the side.,0,
2295,"Means I do not have interest in studies at all, just 2 months ago I was studying with great interest.",1,
2296,"I studied very well, covered the whole syllabus, for the last 2 months I have become such that it will not happen, I am not able to remember.",1,
2297,"Yes, I am also worried, and for some reason I am also afraid that I do not know how I will do further.",1,
2298,"I am telling the same thing that I sleep for 15-16 hours, I keep sleeping.",1,
2299,"Didn't get up means I don't have any senses, I don't even know anything, I wake up with great difficulty again.",1,
2300,"Yes, I live so dross that means a lot.",0,
2301,"I am even studying, neither is the brain precupided, just like this.",0,
2302,"That it needs rest, this is how it happens.",0,
2303,"One is the only starting thing is that when I wake up, it is not because I am getting up late, it is only because of this that starting happens, lying down.",0,
2304,Meaning the waste seems as if I am wasting time.,0,
2305,Yes sir.,0,
2306,I can sleep very little soundly.,1,
2307,"Yes, I do sleep. I have very scary dreams and have such dreams, many times in the morning I wake up in fear and I do not believe that what I had dreamed is not real man, it was really happy and it was a dream. Huh. Sometimes someone very scary is dying, I am having a fight with someone, I am near the cremation ground. The strange poor who have no head and feet have no link to anyone, some dreams have strange dreams.",1,
2308,"One is my wife, one is my friend, this is what I neither tell anyone about the problem, nor do I know anyone and I would not like to tell anyone. People just joke.",2,
2309,"Even my parents are not with me regarding my illness. In the last 6, 7 years, he did not come with me to the hospital even once. Literally even a single time the came with me.",2,
2310,"Means the waste seems as if I am wasting time, that's exactly how it is.",2,
2311,"No, it's normal.",0,
2312,I just feel very hungry.,1,
2313,"Yes, every hour I have to eat something or the other.",1,
2314,Yes I feel dumb Absolutely yes.,1,
2315,"I can't even sit for 15 minutes to study, I feel so heavy-heavy.",1,
2316,"I don't know, maybe someone must have seen 7-8 months ago, now I am not seeing it.",0,
2317,"Talking as if the TV is on. The eyes do not open, now they are from the tablet or do not know how.",2,
2318,Yes the mouth is dry.,2,
2319,Stomachs are right.,0,
2320,Breathing increases.,2,
2321,Hunger is less already.,1,
2322,"If you don't mind, it means if you put it, you haven't eaten it or not.",1,
2323,One side remains stretched.,0,
2324,I think it will be fine.,0,
2325,"No, sometimes kilos increase, sometimes weight decreases. The weight remains the same.",0,
2326,No no sir there is no such situation.,0,
2327,No sir satisify with my life.,0,
2328,"Regrets sir, it happens that I go to do any work, whatever work I work for, there comes some cost in it.",0,
2329,"Sometimes it seems that you become more depressed, which is your ability, you are not able to fully utilize your potential.",1,
2330,"Yes, what is it now that all the three brothers have been married, all have settled, we are a little happy about this, then brother, you too would have settled, then the sari would have become pyre free.",0,
